time_s,theta,theta_rate,x,x_rate,pitch,pitch_rate,wheel_torque,pitch_torque
6.096,1.8374918481096674,-0.05190020596900302,-3.1654399596187766,-3.907578922535326,-2.3403748951377743,-0.15365949371266935,-1.5388214822455188,-2.0
6.101,1.837515573223794,0.09468820623610597,-3.184934564944862,-3.893566327754402,-2.34068097903362,0.002515261802843973,-1.5646126595465069,-2.0
6.106,1.8381788121177234,0.17066466306109135,-3.204360949212703,-3.8797007358405957,-2.3403424249584983,0.100663548224635,-1.5994494789433082,-2.0
6.111,1.8389867147958554,0.11665264504551334,-3.223717211362825,-3.866042114742581,-2.339797004307941,0.09960653174003034,-1.6813580104545827,-2.0
6.1160000000000005,1.8393139739784066,-0.01145762849030985,-3.2430181621461354,-3.856564807393289,-2.3394555839666173,0.048034721572576516,-1.6993223810695446,-2.0
6.121,1.8390000242315376,-0.1397550302485017,-3.2622769889747225,-3.848295858319306,-2.33935856471931,0.0008481576876792317,-1.6644938445038753,-2.0
6.126,1.8380451632924637,-0.2676888196306367,-3.281488806902361,-3.8382676772452506,-2.3394860965748765,-0.042609267817699595,-1.640420258112835,-2.0
6.131,1.836451863655786,-0.39009357895156804,-3.3006475244603277,-3.827333449600509,-2.3398171091495237,-0.07901096710966417,-1.614124500500717,-2.0
6.136,1.834467451194767,-0.35166740282917247,-3.319757545260524,-3.8184643654678045,-2.3400325333090093,0.008646023251788936,-1.5112654050071461,-2.0
6.141,1.833232456419385,-0.08469115332803394,-3.338818964291181,-3.80657315896699,-2.3392399236951595,0.25833268275880095,-1.3771457511015603,-2.0
6.146,1.8330978777242142,-0.0011734483964446801,-3.357780168379382,-3.783509694823889,-2.3375594267227577,0.35743026787736126,-1.546288303623067,-2.0
6.151,1.8329044328826598,-0.11078051494313879,-3.376649990437149,-3.7684056668186536,-2.335875226198156,0.3160801668227857,-1.636740416015167,-2.0
6.156,1.832093182388502,-0.23947908823966124,-3.395463404845578,-3.7586315376717074,-2.334446566238332,0.2661257054219549,-1.6054156686148338,-2.0
6.1610000000000005,1.8306385012406423,-0.3680612102670185,-3.4142229674648554,-3.747267142185143,-2.333254272601228,0.22056220438529256,-1.5787738329990566,-2.0
6.166,1.8285416886509032,-0.49619853234777556,-3.432921978763408,-3.7346625282604364,-2.3322787878190354,0.1785608585004294,-1.552101609031846,-2.0
6.171,1.8258054741735676,-0.6171443827122933,-3.4515547519154763,-3.7211269568302483,-2.3314979394563067,0.14504818101084616,-1.5248294137217562,-2.0
6.176,1.8227942583770773,-0.4971248237974377,-3.4701305611247397,-3.711186395129351,-2.330442308296285,0.29639955669699414,-1.3757476436683425,-2.0
6.181,1.820908375708076,-0.22707245753142438,-3.4886379268011645,-3.6933930381865157,-2.3281637275326648,0.5441206670082073,-1.2995610033856428,-2.0
6.186,1.8198847701146819,-0.2318682211459537,-3.507022346716891,-3.6673134222080166,-2.325251662802474,0.5784311972812527,-1.5148003052393426,-2.0
6.191,1.81846803425314,-0.3606885502696176,-3.5253147177508373,-3.6529877953932925,-2.32251751138574,0.5264940088708872,-1.5438123643267636,-2.0
6.196,1.816406408340145,-0.4897578589156487,-3.543543375177474,-3.6405821788108508,-2.3200271240775616,0.479773494135382,-1.5032317924238277,-2.0
6.2010000000000005,1.8136998729936569,-0.6185498825612603,-3.5617034921908886,-3.626164299497914,-2.31775658239519,0.4375656527417055,-1.4758195986888956,-2.0
6.206,1.8103503561185819,-0.7468045114022237,-3.5797881531368234,-3.610601038075396,-2.315684835848972,0.39937781465719274,-1.4452381398778533,-2.0
6.211,1.8063768607238058,-0.8347848788079933,-3.597792652346309,-3.5947900754665385,-2.3137502246968933,0.3953374150373191,-1.4050300852759625,-2.0
6.216,1.802558517300688,-0.6045644352621398,-3.6157339462507117,-3.582486118353632,-2.3111408199524783,0.6304712000864535,-1.1937677473629213,-2.0
6.221,1.800031610036311,-0.41283592442717304,-3.6335672832804735,-3.5558906282302107,-2.307337822458142,0.8177275570879778,-1.2708018823456462,-2.0
6.226,1.7978510969098043,-0.5017431885030991,-3.651266522134489,-3.5306401936450413,-2.3032741433920063,0.7950217530338096,-1.4444262093184455,-2.0
6.231,1.7950842935769036,-0.6307975173982467,-3.6688752562514337,-3.5156215369989785,-2.299439911319663,0.7487824023208368,-1.4147742521041187,-2.0
6.236,1.7916723374824726,-0.7597250420061983,-3.686404699214113,-3.4992062134680566,-2.295821410317553,0.7076133608775609,-1.3832104841501496,-2.0
6.2410000000000005,1.7876164623131328,-0.8882463911678533,-3.7038478834032285,-3.4814019362343913,-2.2923951135897402,0.6708850932406819,-1.351409347547014,-2.0
6.246,1.7829191679979002,-1.0161509487630256,-3.72119799429356,-3.4622795000356312,-2.289140864326581,0.6380167283478272,-1.3209743955580342,-2.0
6.251,1.7776814231236902,-1.0248928608699532,-3.738454705839417,-3.4447321005746834,-2.2858731199832425,0.6998532221227948,-1.2407355990387663,-2.0
6.256,1.7730808934197921,-0.7531148874394807,-3.755630532501945,-3.4266352410687526,-2.2815829650953408,0.9653250517149419,-1.044709433624343,-2.0
6.261,1.7696295549057928,-0.6628780868524125,-3.772662641165553,-3.3937987854170126,-2.276313603599627,1.0792731337061254,-1.2235921836395198,-2.0
6.266,1.7660863713335928,-0.7843677923488578,-3.7895555796917786,-3.369546453195169,-2.2710302204810264,1.0389683649322,-1.324959786697571,-2.0
6.271,1.7619068230755457,-0.9131802967019477,-3.8063505753045495,-3.35158451977707,-2.2659565104074555,0.9993138581796909,-1.275376681831171,-2.0
6.276,1.7570837591769677,-1.0416857085549958,-3.8230478192048887,-3.3312034748548984,-2.2610654798298904,0.9647834592923987,-1.2451536738354625,-2.0
6.281,1.7516190633998368,-1.1697121844231568,-3.8396397440575325,-3.3096428604591974,-2.2563330359879585,0.9348775482610768,-1.2097839502763696,-2.0
6.2860000000000005,1.7455155071678399,-1.2925493826586356,-3.856119750243892,-3.2868234909796907,-2.2517338354766263,0.9127096725106368,-1.175388431013966,-2.0
6.291,1.7390553594525098,-1.2181339696844558,-3.8724935253998614,-3.2668341676875166,-2.2468866506003176,1.0442445159922016,-1.0403069866702543,-2.0
6.296,1.7334951678699029,-0.9712534135496014,-3.8887553305039133,-3.2409662628403595,-2.240881301404313,1.2936540185351093,-0.9243954439980676,-2.0
6.301,1.7287752977277646,-0.9614153583727345,-3.904848312251134,-3.2049130289398504,-2.234142180317811,1.3550374978823876,-1.1202602498171237,-2.0
6.306,1.7237141825057252,-1.088868259409427,-3.9207946372197253,-3.179433889854722,-2.2274779726670877,1.3186510610309194,-1.1632071714972645,-2.0
